brand,color,full_name,price,rating
ASUS,черный,ASUS TUF Gaming F17 FX706LI-H7036,599999,
ASUS,черный,ASUS TUF Dash F15 FX516PM-HN013 90NR05X1-M00170,699990,22
ASUS,серебристый,ASUS VivoBook 14 X412FA-EB1068T I585SUW 90NB0L91-M18520,577790,8
HP,серебристый,HP EliteBook 830 G7 176Z1EA,577990,
Lenovo,серый,Lenovo V14-ADA 82C6006ARU,310000,18
Lenovo,серый,Lenovo IdeaPad 5 14ARE05 81YM00B1RK,595790,16
ASUS,серый,ASUS ROG Strix G15 G513IH 90NR07P2-M00160,590000,58
Acer,серебристый,Acer Swift 3 SF314-41G R585SMW NX.HF0ER.004,415770,1
Apple,серый,Apple MacBook Pro 13 Z11C0013E,1400000,1
Lenovo,черный,Lenovo IdeaPad 3 15ADA05 81W100TPRK,429900,
Lenovo,черный,Lenovo IdeaPad S145-15IIL 81W800SEKG,233000,
HP,черный,HP Omen 15-en0008ur 16D80EA,549990,3
Lenovo,серый,Lenovo IdeaPad Flex 5 14ITL05 82HS00NDRK,582770,
Lenovo,черный,Lenovo Ideapad S145-15API 81UT00GWRK,249990,
Apple,серебристый,Apple MacBook Pro 13 MWP72,1400000,11
Acer,черный,Acer Nitro 5 AN515-55-797J NH.Q7MER.006,528990,35
Lenovo,серый,Lenovo IdeaPad Flex 5 14ITL05 82HS00NDRK,582770,
Lenovo,черный,Lenovo Ideapad S145-15API 81UT00GWRK,249990,
Apple,серебристый,Apple MacBook Pro 13 MWP72,1400000,11
Acer,черный,Acer Nitro 5 AN515-55-797J NH.Q7MER.006,528990,35
Acer,темно-серый,Acer Nitro 5 AN515-46 NH.QGZER.00D,903116,
Lenovo,серебристый,Lenovo IdeaPad 3 15IML05 81WB00NBRK,199900,3
DELL,черный,DELL Latitude 3510 W10 210-AVLN N004L351015EMEA,500000,
DELL,серый,DELL Vostro 3400 N4011VN3400EMEA01_2105_UBU_KZ,387990,
DELL,серый,DELL Latitude 5520 N004L552015EMEA_UBU,574990,
HP,белый,HP 16-d1041ci 6M8B6EA#UUQ,798690,7
Lenovo,серый,Lenovo IdeaPad 3 15ALC6 82KU009NRK,433850,13
DELL,серый,DELL Vostro 5515 N1001VN5515EMEA01_2201,485840,1
ASUS,черный,ASUS ExpertBook B1500CEAE-EJ0225R 90NX0441-M07070,362468,
Lenovo,черный,Lenovo IdeaPad Gaming 3 15ARH05 R5165SGN 82EY00HYRK,649990,18
MSI,черный,MSI GF63 Thin 11UD-1029XKZ,584289,
ASUS,серый,ASUS 15 X509J I341TUN 90NB0QE1-M14800,269990,14
Apple,серый,Apple MacBook Pro 13 MWP52,1276995,2
ASUS,черный,ASUS ROG Strix G15 G513QE 90NR05I2-M03380,999990,13
Lenovo,серый,Lenovo Legion 5 Pro 16ACH6H 82JQ010DRK,1049990,
Lenovo,черный,Lenovo IdeaPad Gaming 3 15IHU6 82K100EERK,520990,3
ASUS,синий,ASUS ExpertBook B9400CEA-KC0344R 90NX0SX1-M04060,765552,2
Lenovo,серый,Lenovo ideapad 3 15ITL6 82H800MMKG,406929,
Acer,черный,Acer Extensa EX215-54-52E7 NX.EGJER.007,414000,2
ASUS,серый,ASUS Laptop 14 X415EA 90NB0TT2-M07400,359990,35
Lenovo,черный,Lenovo 81LK00ADRK,549990,2
Lenovo,серый,Lenovo ideapad 3 15ITL6 81WE013CRK,605000,
Ноутбук,черный,Ноутбук HP 15s-fq0080ur 3C8Q2EA,500000,
ASUS,серый,ASUS ROG Zephyrus GA401QE-HZ053T 90NR05R6-M01550,1400000,4
Lenovo,черный,Lenovo IdeaPad Gaming 3 15ACH6 82K200LRRK,555550,32
Acer,серебристый,Acer Swift 3 SF314-43 NX.AB1ER.002,434770,7
Acer,черный-серебристый,Acer Book AP714-51GT-74DG NX.A2RER.003,999990,
Acer,черный,Acer Aspire A515-55 NX.HSHER.002,339990,22
Lenovo,серый,Lenovo V15 IGL 82C30023RU,218500,7
HP,серебристый,HP ProBook 440 G8 2X7U7EA,406050,
ASUS,серый,ASUS ZenBook UX325JA-EG035T 90NB0QY1-M02090,480000,1
ASUS,черный,ASUS Vivobook Pro16x M7600QE-L2062 90NB0V71-M01810,899900,13
HP,черный,HP Pavilion Gaming 16-a0030ur I5165SGN 24A99EA,637990,14
ASUS,серый,ASUS X509MA-BR113T 90NB0Q32-M03680,239990,
GIGABYTE,черный,GIGABYTE G5 MD 9RC45MD02LE101RU800,599990,6
Apple,серый,Apple MacBook Air 13 Z124000FL,1250000,
Acer,черный,Acer Nitro 5 AN515-55-50LX NH.QB1ER.006,699990,
ASUS,черный,ASUS ROG Strix G51 G513QE-HN029 90NR05I2-M00550,657790,12
HP,серебристый,HP ProBook 430 G8 203F6EA,599990,
HP,серебристый,HP 455 G8 1Y9H2AV,439900,1
DELL,серый,DELL Vostro 5402 5402-5132,473000,
ASUS,синий,ASUS ExpertBook B1 B1400 90NX0421-M08370,347319,
Huawei,серый,Huawei MateBook 14 I5165SUW KLVD-WFH9,698990,1
HP,серебристый,HP ProBook 450 G8 2W1H0EA,799990,1
Lenovo,серый,Lenovo IdeaPad 5 15ITL05 82FG00NTRK,377990,13
Lenovo,серый,Lenovo IdeaPad 3 81WE012LRK,366689,18
Acer,серебристый,Acer Swift 3 SF313-53G-501C NX.A4HER.002,428990,4
Acer,NH.QDVER.006,Acer Nitro 5 AN517-52,627790,9
Acer,черный,Acer AN515-57-51GK NH.QESER.003,635900,32
ASUS,синий,ASUS X513EA 90NB0SG4-M30730,368439,3
Lenovo,серый,Lenovo Legion 5 Pro 16ITH6H 82JD001HRK,999896,14
GIGABYTE,черный,GIGABYTE AERO 15 OLED KD 9RP75KD05JH101RU001,1419990,
ASUS,серый,ASUS Zenbook Flip OLED UX363EA-HP186T 90NB0RZ1-M10600,611790,2
ASUS,серый,ASUS TUF Gaming F17 FX706H 90NR0713-M02620,636990,18
Lenovo,серый,Lenovo IdeaPad 3 15ITL6 82H800L8RK,295990,5
Lenovo,серый,Lenovo IdeaPad L3 15ITL6 82HL0026RK,285990,
ASUS,серый,ASUS Zenbook Flip OLED UX363EA-HP186T 90NB0RZ1-M10600,611790,2
ASUS,серый,ASUS TUF Gaming F17 FX706H 90NR0713-M02620,636990,18
Lenovo,серый,Lenovo IdeaPad 3 15ITL6 82H800L8RK,295990,5
Lenovo,серый,Lenovo IdeaPad L3 15ITL6 82HL0026RK,285990,
Acer,серый,Acer Aspire 5 A515-44G NX.HW5ER.00H,419990,3
ASUS,серебристый,ASUS 15 K513EA 90NB0SG2-M47630,498990,15
ASUS,серый,ASUS Zenbook UX435EA-K9085T 90NB0RS1-M03770,709990,1
DELL,черный,DELL Latitude 3410 3410-8664,259900,
HP,серебристый,HP ProBook 430 G8 2X7M7EA,699990,
HP,серый,HP 15s-fq2062ur 3Y1S6EA,299700,13
Lenovo,серый,Lenovo IdeaPad 3 82H802E9RK,325880,2
ASUS,серебристый,ASUS X515K 90NBVOVI2-M00750,290000,
Lenovo,серый,Lenovo IdeaPad 5 Pro 14ACN6 82L7000QRK,481650,
Acer,черный,Acer TravelMate P2 TMP214-53-5510 NX.VPKER.005,366666,1
HP,серебристый,HP Pavilion Aero 13-be1029ci 6K3C2EA,535600,
Apple,серый,Apple MacBook Pro 14 Z15H00107,2399999,1
Lenovo,черный,Lenovo IdeaPad L340-15API 81LW00JHRK,369990,2
HP,серый,HP ZBook Fury 15 G7 119X1EA,1499990,
Lenovo,серый,Lenovo Ideapad S145-15IIL 81W800ASRK,249890,
ASUS,90NB0UY2-M02000синий,ASUS VivoBook Pro K3400PA-KM047W,556990,
ASUS,серый,ASUS D515DA-EJ820TS 90NB0T41-M009N0,359896,10
DELL,серебристый,DELL XPS 17 9720 210-BDVI-2,2109900,
ASUS,черный,ASUS Vivobook X K513EA-L13419W 90NB0SG1-M017U0,540690,
Acer,серый,Acer Swift X SFX-16-51G NX.AYLER.003,729990,
Colorful,синий,Colorful X15 AT 22-HC76016512A-B-SA,749000,
Lenovo,черный,Lenovo ThinkPad T16G1 21BV006NRT,1264990,
Acer,черный,Acer Nitro 5 AN515-58-71LU NH.QFJER.008,801894,
Acer,черный,Acer Nitro 5 AN515-58-79B6 NH.QFJER.00A,775000,
Acer,серебристый,Acer Swift 3 SF314-43 NX.AB1ER.00F,549990,
DELL,черный,DELL Latitude 7320 210-AYRQ-1,1359900,
Dream,черный,Dream Machines RT2070-15KZ03-D8NVme256H1000,920150,
ASUS,синий,ASUS VivoBook Pro M3500QA-KJ086T 90NB0US2-M01250,444900,5
GIGABYTE,черный,GIGABYTE G5 GD GD-51RU123/121SD,650450,
Acer,черный,Acer Aspire 3 A315-57G-57F0 NX.HZRER.015,409990,9
Acer,черный,Acer Nitro 5 AN515-46-R101 NH.QGZER.003,890500,
Acer,черный,Acer Nitro 5 AN517-55-597J NH.QG2ER.003,790700,
Apple,золотистый,Apple MacBook Air 13 Z15Y000LC,799980,
HP,серебристый,HP EliteBook x360 830 G8 358M5EA,1099990,
Acer,черный,Acer EX215-21 NX.EFUER.00J,219990,47
HP,серебристый,HP ProBook 450 G7 8MH04EA,649990,1
ASUS,серый,ASUS TUF FX706HCB-HX188 90NR0733-M03940,649990,10
HP,черный,HP 15-rb034ur 4US55EA,229990,31
Lenovo,серый,Lenovo Yoga S740-15IRH 81NX0039RK,539990,1
Acer,черный,Acer Extensa 15 EX215-22-R00X NX.EG9ER.01P,369990,
Lenovo,черный,Lenovo IdeaPad Gaming 3 15IHU6 82k1015urk,706990,
Acer,черный,Acer Nitro 5 AN515-55 NH.QB0ER.004,680980,7
Acer,черный,Acer TravelMate P2 NX.VPVER.012,588000,
DELL,серый,DELL Vostro 3501 210-AXEO-A,269900,
Apple,серый,Apple MacBook Pro 16 Z14V0016H,2200000,
HP,серебристый,HP Omen 16-c0055ur 4Z2S2EA#ACB,859990,
ASUS,темно-синий,ASUS Zenbook 14 UX3402ZA-KM586W 90NB0WC1-M01520,638000,
Acer,серебристый,Acer SF314-42 NX.HSEER.008,369990,2
ASUS,черный,ASUS TUF Gaming A15 FA506IHRB-HN082 90NR07G7-M008E0,599999,11
Haier,синий,Haier U1500SD U1500SD,159990,
ASUS,серый,ASUS VivoBook K513EA K513EA-L13459W,389890,
HP,серебристый,HP 15S-EQ2060UR 502J9EA,349770,3
Apple,серебристый,Apple MacBook Pro 14 Z15J000CV,1650000,
Lenovo,серый,Lenovo ThinkPad X1 Yoga Gen 6 20XY00BBUS,1096000,
HP,черный,HP ENVY x360 13-AY1003UR 5D5B8EA,659900,
ASUS,черный,ASUS ROG Flow Z13 GZ301Z 90NR07Z1-M00750,2299990,
HP,серебристый,HP 250 G8 27J97EA,275000,
ASUS,черный,ASUS FA506IHR-HN047 90NR07G7-M000V0,550000,
ASUS,черный,ASUS TUF Gaming A15 FA506IHR R5165SGN 90NR07G7-M008E0,530000,2
ASUS,серый,ASUS X515EA X515EA-BQ1186W,390340,
ASUS,серебристый,ASUS X515EA X515EA-BQ1966,474890,5
HP,серебристый,HP ENVY 13-BA1043UR 4S537EA,529890,
Lenovo,черный,Lenovo ThinkPad T14 Gen 1 20S00069RT,770880,
Apple,серебристый,Apple MacBook Pro 16 Z150000HP,2580000,
HP,серебристый,HP ProBook 650 G8 250C7EA,719990,
Acer,черный,Acer Aspire 3 A315-56-313U NX.HS5ER.00Q,260990,3
HP,черный,HP Europe 250 G8 27K10EA,365990,2
HP,серебристый,HP Europe ProBook 430 G8 27J09EA,599990,
HP,серебристый,HP 15-dw2041ur,319990,
Lenovo,черный,Lenovo Ideapad S340-15IIL 81VW007MRK,329990,2
Acer,черный,Acer Aspire 3 A315-34 NX.HE3ER.001,211495,64
HP,серый,HP Europe 250 G8 2E9H4EA#ACB,306900,
Lenovo,серый,Lenovo IdeaPad 5 Pro 14ACN6 82L70093RK,477990,12
Lenovo,серый,Lenovo IdeaPad IP3 15ITL6 82H8005FRK,295990,
HP,серый,HP Europe 240 G8 32N65EA,320000,7
Acer,черный,Acer Extensa 15 EX215-54-510N NX.EGJER.006,445000,
Acer,черный,Acer Aspire 3 A315-34 NX.HE3ER.00N,211496,5
KUULAA,серебристый,KUULAA KUU K1,199990,
Dream,черный,Dream Machines G1650Ti-15KZ43 I5161TSGN,555990,1
Lenovo,серый,Lenovo IdeaPad 3 15ITL6 82H800L9RK,379140,17
Apple,серебристый,Apple MacBook Air 13 MVFL2,705000,1
Apple,серый,Apple MacBook Air 13 Z125001F9,1094780,1
Acer,серебристый,Acer Swift 1 SF114-33 NX.HYSER.001,369790,2
Acer,черный,Acer Aspire 3 A315-34 NX.HE3ER.003,211467,72
ASUS,черный,ASUS TUF Gaming F15 FX506LH-HN042 90NR03U2-M03150,557790,29
HP,серебристый,HP 15S-FQ2039UR 321H7EA,359990,51
Lenovo,серый,Lenovo V15 IIL 82C500JDRU,247100,1
Lenovo,черный,Lenovo IdeaPad S145-15IIL 81W800SQRK,349890,4
Lenovo,серый,Lenovo IdeaPad 3 15IML05 81WB003HRK,188100,3
HP,черный,HP Notebook 15-rb006ur,239990,6
HP,черный,HP 250 G8 3V5F7EA,269990,
Lenovo,серый,Lenovo V15-ADA 82C7008QRU,209990,
HP,черный,HP 240 G8 203B6EA,399990,
Lenovo,синий,Lenovo IdeaPad 3 15ADA05 81W1003XRK,270000,8
Acer,черный,Acer Extensa 15 EX215-52-33MM NX.EG8ER.00F,358990,
Acer,черный,Acer TravelMate P2 TMP215-53-3924 NX.VPVER.006,324990,
Acer,золотистый,Acer Swift 1 SF114-34-C564 NX.A74ER.002,290790,1
Lenovo,серый,Lenovo V130-15IKB 81HN00Q1RU,323500,
ASUS,серебристый,ASUS K513EA Vivobook 15 L12044T 90NB0SG2-M31130,428716,2
Ноутбук,черный,Ноутбук HP 250 G8 3A5T7EA,399990,
Lenovo,серый,Lenovo IdeaPad 3 15IIL05 81WE0174RK,237346,8
Lenovo,серый,Lenovo IdeaPad 3 14IGL05 81WH002FRK,208999,9
Acer,черный,Acer Nitro 5 5 AN515-56 NH.QANER.006,555550,4
ASUS,черный,ASUS TUF FX506LH-HN082 90NR03U2-M07780,546590,19
MARTEN,серый,MARTEN ALUMINUM 40 4589M234001AL40,155999,
HP,черный,HP 250 G8 27K21EA,280000,
DELL,серый,DELL Latitude 3510 210-AVLN N008L351015EMEA_UBU,259900,
GIGABYTE,серебристый,GIGABYTE AERO 17 XE5-73RU738HP,2240000,
Apple,серый,Apple MacBook Air 13 Z1250007M,1000000,6
ASUS,черный,ASUS ROG Flow X13 GV301QE-K6022 90NR04H1-M03870,999990,3
HP,серый,HP ENVY 13-ba1038ur 4Z955EA,627790,2
ASUS,серый,ASUS X415EA-BV628T 90NB0TT1-M08730,299790,1
Acer,черный,Acer Nitro 5 AN515-58-57WQ NH.QFJER.003,747700,
ASUS,черный,ASUS VivoBook 15 K513EA-L11998W,478850,
Acer,черный,Acer A315-34 NX.HE3ER.00L,209990,9
ASUS,синий,ASUS E410MA E410MA-BV1504W,239990,
Lenovo,черный,Lenovo IdeaPad Gaming 3 15IHU6 82K100Y6RU,505840,
DELL,черный,DELL Vostro 3401 210-AXEJ,354530,1
Acer,серый,Acer Swift X SFX16-51G-545M NX.AYKER.003,687700,
Lenovo,серый,Lenovo IdeaPad 3 I382SUN 81WE012KRK,297979,2
MSI,черный,MSI Katana GF66 11UC-460XKZ 9S7-158212-460,695990,
HP,серебристый,HP ProBook 430 G8 2X7M9EA,519990,
Acer,серебристый,Acer Predator Triton 300SE PT314-51S-52X6 NH.QBJER.003,857990,12
HP,серебристый,HP Probook 430 G8 2X7T1EA,558542,
DELL,черный,DELL Vostro 5502 N5111VN5502EMEA01_2105_UBU_KZ,495990,1
ASUS,черный,ASUS VivoBook S13 S333EA 90NB0SP4-M01280,437790,5
Acer,черный,Acer Extensa 15 EX215-53G-54TR NX.EGCER.00J,440000,1
ASUS,серый,ASUS UX8402ZE-M3026W 90NB0X82-M00220,1420690,
Dell,черный,Dell Vostro 3510 210-AZZU-A13,419900,
Acer,черный,Acer Nitro 5 AN515-57-5977 NH.QELER.008,513000,1
ASUS,темно-серый,ASUS ZenBook Flip UX463FA-AI015T 90NB0NW1-M01210,555790,
HP,серебристый,HP ELITEBOOK 830 G7 176Z0EA,799990,
Acer,черный,Acer Extensa 15 EX215-53G-53LV NX.EGCER.00H,546000,
Lenovo,черный,Lenovo V15 G2 ALC 82KD0030RU,399990,
ASUS,золотистый-черный,ASUS X540MB-GQ010T,327909,
ASUS,серебристый,ASUS X415EA-BV745W 90NB0TT1-M13830,297970,
ASUS,серый,ASUS Tuf Gaming F15 FX507ZR-HQ003 90NR0AX1-M00110,1380000,1
Labwe,черный,Labwe PBC8C10 LPS114,164713,
DELL,черный,DELL Vostro 3500 210-AXUD-A5,479000,4
Chuwi,серый,Chuwi CoreBook X,259980,
ASUS,серый,ASUS Laptop X415EA-EB519T 90NB0TT2-M07160,359990,1
Acer,серый,Acer Swift 3 SF314-57 NX.HHXER.002,390790,14
Acer,черный,Acer Nitro 5 AN515-44 NH.Q9GER.008,621500,45
Lenovo,серый,Lenovo V15 IIL 82C50057RU,390990,1
Apple,золотистый,Apple Apple MacBook Air MVFN2,1000000,11
ASUS,серый,ASUS TUF Gaming F15 FX506LU-HN011 90NR0421-M01340,554000,52
Apple,серый,Apple MacBook Pro 13 MWP42,1255790,11
ASUS,серый,ASUS Laptop 15 M509D A41TUN 90NB0P52-M19090,209990,23
Lenovo,черный,Lenovo IdeaPad L340-15API 81LW0068RK,269900,67
Lenovo,черный,Lenovo ThinkPad T14 Gen 1 20S00011RT,760000,
Dream,черный,Dream Machines G1650Ti-15KZ50,509990,2
Dream,черный,Dream Machines G1660Ti-15KZ50,509990,4
Acer,синий,Acer Swift 3 SF314-41-R32D NX.HFEER.008,399790,6
ASUS,серый,ASUS Laptop X415EA-EB519T 90NB0TT2-M07160,359990,1
Acer,серый,Acer Swift 3 SF314-57 NX.HHXER.002,390790,14
Acer,черный,Acer Nitro 5 AN515-44 NH.Q9GER.008,621500,45
Lenovo,серый,Lenovo V15 IIL 82C50057RU,390990,1
Apple,золотистый,Apple Apple MacBook Air MVFN2,1000000,11
ASUS,серый,ASUS TUF Gaming F15 FX506LU-HN011 90NR0421-M01340,554000,52
Apple,серый,Apple MacBook Pro 13 MWP42,1255790,11
ASUS,серый,ASUS Laptop 15 M509D A41TUN 90NB0P52-M19090,209990,23
Lenovo,черный,Lenovo IdeaPad L340-15API 81LW0068RK,269900,67
Lenovo,черный,Lenovo ThinkPad T14 Gen 1 20S00011RT,760000,
Dream,черный,Dream Machines G1650Ti-15KZ50,509990,2
Chuwi,серый,Chuwi CoreBook X Pro 4C8T 16G/512G,369990,3
Lenovo,серый,Lenovo IdeaPad 3 15ITL6 82H8016TRK,518990,
Lenovo,серый,Lenovo IdeaPad V15-IGL 82C30027RU,208887,
Lenovo,черный,Lenovo 330-15IKB 81DE02TWAK,209809,
Acer,черный,Acer Nitro 5 AN515-45 NH.QBRER.001,699790,12
ASUS,серый,ASUS TUF Gaming F17 FX706HCB-HX111T 90NR0733-M02440,639950,4
ASUS,серебристый,ASUS VivoBook 15 K513EA 90NB0SG2-M36180,509990,7
Lenovo,серый,Lenovo Legion 7 16ITHg6 82K6000GRK,1149894,2
ASUS,серебристый,ASUS VivoBook 15 X512J 90NB0QU2-M14900,379990,14
ASUS,серебристый,ASUS VivoBook 14 K413EA 90NB0RLB-M27090,535000,9
ASUS,черный,ASUS E510K C41SUW 90NB0UJ1-M01460,369990,1
Lenovo,черный,Lenovo IdeaPad 3 15IIL05 81WE013CRK,355590,1
ASUS,черный,ASUS TUF Gaming FX506H 90NR0704-M05360,669880,17
Chuwi,серый,Chuwi CoreBook X Pro 4C8T 16G/512G,369990,3
Lenovo,серый,Lenovo IdeaPad 3 15ITL6 82H8016TRK,518990,
Lenovo,серый,Lenovo IdeaPad V15-IGL 82C30027RU,208887,
Lenovo,черный,Lenovo 330-15IKB 81DE02TWAK,209809,
Acer,черный,Acer Nitro 5 AN515-45 NH.QBRER.001,699790,12
ASUS,серый,ASUS TUF Gaming F17 FX706HCB-HX111T 90NR0733-M02440,639950,4
ASUS,серебристый,ASUS VivoBook 15 K513EA 90NB0SG2-M36180,509990,7
Lenovo,серый,Lenovo Legion 7 16ITHg6 82K6000GRK,1149894,2
ASUS,серебристый,ASUS VivoBook 15 X512J 90NB0QU2-M14900,379990,14
ASUS,серебристый,ASUS VivoBook 14 K413EA 90NB0RLB-M27090,535000,9
ASUS,черный,ASUS E510K C41SUW 90NB0UJ1-M01460,369990,1
Lenovo,черный,Lenovo IdeaPad 3 15IIL05 81WE013CRK,355590,1
ASUS,серый,ASUS ROG Strix G15 G513IC-HN004,669200,3
HP,черный,HP ENVY x360 15-EU0034UR 4E1R2EA,577990,1
HP,черный,HP Europe 240 G8 2X7L8EA,344990,1
ASUS,черный,ASUS VivoBook 14 X413EA X413EA-EB040 90NB0RL7-M08310,317990,
ASUS,черный,ASUS ROG Strix G15 G513RM-HQ164W 90NR0845-M00880,999970,1
ASUS,черный,ASUS ROG Zephyrus GA401QM 90NR05S6-M03940,1420000,5
Acer,черный,Acer TravelMate P2 TMP214-53 NX.VPNER.003,355000,1
Apple,серый,Apple MacBook Pro 13 Z11C000QB,1485000,6
Acer,черный,Acer Nitro 5 NH.QANER.004,649990,5
ASUS,черный,ASUS TUF Gaming F17 FX706HCB-HX114 90NR0733-M02590,677900,13
Lenovo,серый,Lenovo IdeaPad L3 15IML05 81Y300F6RK,350984,
Apple,серый,Apple MacBook Air 13 Z1240004P,1057990,45
ASUS,черный,ASUS TUF Gaming FX506LI 90NR03T2-M06290,657990,1
Acer,черный,Acer Aspire 7 A715-41G-R75P NH.Q8QER.002,454900,11
HP,коричневый,HP ENVY x360 13-ay0037ur 2X0H6EA,657790,1
Lenovo,серый,Lenovo ThinkBook 15 G2 ITL 20VE00G4RU,375886,
HP,золотистый,HP Envy 13-ba1015ur 491J4EA,499790,5
ASUS,синий,ASUS ExpertBook B9 B9400CE 90NX0SX1-M04050,620000,
Acer,серебристый,Acer Predator Triton PT316-51S NH.QGJER.006,1249990,
Lenovo,серый,Lenovo IdeaPad 3 15IIL05 81WE00VGRK,347986,8
HP,черный,HP 250 G8 2W8W1EA,394894,
Lenovo,серый,Lenovo IdeaPad L3 82HL0026RK,300990,
Acer,серый,Acer Predator Triton PT516-52S NH.QFQER.002,1519990,
Digma,серый,Digma EVE 15 C400 ES5041EW,149990,1
Lenovo,серый,Lenovo ThinkBook 15 G2 ITL 20VE0004RU,488990,
ASUS,серый,ASUS X515MA-BR199T 90NB0TH1-M04130,199990,14
Lenovo,серый,Lenovo Legion 7 16ITHg6 82K600DBRK,1549896,
Acer,черный,Acer Swift 7 SF714-52T-55C6 NX.H98ER.00A,797990,
Acer,черный,Acer Extensa 15 EX215-52-54NE NX.EG8ER.00W,435000,17
Lenovo,серый,Lenovo V14-IGL 82C2001ARU,167000,17
Asus,серый,Asus M509DA-BR582T 90NB0P52-M16590,269990,1
ASUS,синий,ASUS ExpertBook B1 B1400 B1400CEAE-EK2241R,394890,
Colorful,синий,Colorful X15 AT 22-HD96016512A-B-SA,859000,
Lenovo,серый,Lenovo Ideapad S145 V15-IIL I585SUN 82C500FNRK,397589,5
Huawei,серый,Huawei MateBook D14 53012WTP,480000,
HP,серебристый,HP Probook x360 435 G8 3A5N2EA,529900,
ASUS,синий,ASUS VivoBook 16X 90NB0Y81-M009B0,359990,
ASUS,черный,ASUS VivoBook X571GT-HN1012 90NB0NL1-M16620,450000,3
Acer,черный,Acer Predator Helios PH317-56 NH.QGVER.001,1119990,
Lenovo,серый,Lenovo IdeaPad 3 81WE014SRK,317000,22
Acer,черный,Acer Aspire 7 A715-51G NH.QGDER.004,679990,
Lenovo,черный,Lenovo Legion 5 15ACH6H 82JU018VRK,779990,
ASUS,серый,ASUS TUF Gaming A15 FA507R 90NR09C1-M00420,979790,2
Lenovo,черный,Lenovo IdeaPad S145-14IKB 81VB000XRK,249990,10
DELL,черный,DELL Vostro 3515 210-BBHJ-A5,369276,1
MSI,черный,MSI Alpha 15 B5EEK-003XKZ 9S7-158L12-003,832690,
Lenovo,серый,Lenovo ThinkBook 15 G2 ITL 20VE00FMRU,460500,
Huawei,серый,Huawei MateBook D14 53012WTP,480000,
HP,серебристый,HP Probook x360 435 G8 3A5N2EA,529900,
ASUS,синий,ASUS VivoBook 16X 90NB0Y81-M009B0,359990,
ASUS,черный,ASUS VivoBook X571GT-HN1012 90NB0NL1-M16620,450000,3
Acer,черный,Acer Predator Helios PH317-56 NH.QGVER.001,1119990,
Lenovo,серый,Lenovo IdeaPad 3 81WE014SRK,317000,22
Acer,черный,Acer Aspire 7 A715-51G NH.QGDER.004,679990,
Lenovo,черный,Lenovo Legion 5 15ACH6H 82JU018VRK,779990,
ASUS,серый,ASUS TUF Gaming A15 FA507R 90NR09C1-M00420,979790,2
Lenovo,черный,Lenovo IdeaPad S145-14IKB 81VB000XRK,249990,10
DELL,черный,DELL Vostro 3515 210-BBHJ-A5,369276,1
MSI,черный,MSI Alpha 15 B5EEK-003XKZ 9S7-158L12-003,832690,
Lenovo,серый,Lenovo ThinkBook 15 G2 ITL 20VE00FMRU,460500,
Lenovo,серый,Lenovo IdeaPad L3 82HL0027RK,322998,
HP,черный,HP 255 G8 27K52EA,269374,5
Acer,черный,Acer Extensa 15 EX215-31-C1JG NX.EFTER.00F,211000,
Lenovo,черный,Lenovo TP T590 20N4004DRT,679000,
Acer,черный,Acer Aspire 7 A715-42G NH.QE5ER.001,626441,
ASUS,серебристый,ASUS R565JA BQ1407T,390000,23
Acer,серебристый,Acer Swift 1 SF114-34 NX.A79ER.003,419990,1
ASUS,серый,ASUS X415EA-EB532W 90NB0TT2-M00DM0,359990,7
Lenovo,черный,Lenovo IdeaPad Gaming 3 82K200T9RK,599990,
HP,серебристый,HP ProBook 440 G8 2Q523AV,849990,
Lenovo,серый,Lenovo IdeaPad 5 Pro 14ITL6 82L3008SRK,555550,6
HP,черный,HP 250 G7 197V0EA,217910,1
GIGABYTE,черный,GIGABYTE AERO 16 KE5 72RU934HQ,1294759,
ASUS,серый,ASUS ZenBook UX425EA UX425EA-KI831W,649900,2
ASUS,синий,ASUS B5402CBA-KI0152X 90NX05M1-M005T0,612480,
ASUS,синий,ASUS B5302CBA-EG0100W 90NX04W1-M003J0,597890,
ASUS,серый,ASUS ZenBook UM425QA-KI084T,649900,7
MSI,серый,MSI Pulse GL66 11UEK-211XRU 9S7-158124-211,847500,
Acer,черный,Acer Aspire 7 A715-42G NH.QE5ER.006,699990,
DELL,серебристый,DELL XPS 15 9520 210-BDVF-2,2014241,
Lenovo,82K100BYRK,Lenovo IdeaPad Gaming 3 15IHU6,535790,31
MSI,черный,MSI Katana GF66 11UC-462XKZ,582900,1
Lenovo,серый,Lenovo Legion 7 16ACHg6 82N600EVRU,1099896,
Acer,черный,Acer Aspire 3 A315-56 NX.HS5ER.003,420979,9
Lenovo,черный,Lenovo V15 G2 ITL 82KB0009RU,324795,3
Acer,серый,Acer Swift 3 SF316-51 NX.ABDER.00H,629990,
HP,черный,HP Europe 255 G8 R341TUN 32P03EA#ACB,361900,3
Lenovo,черный,Lenovo V145-15AST 81MT0056UA,189990,1
ASUS,черный,ASUS VivoBook 14 E410MA-BV1502W,194990,
ASUS,серый,ASUS X515FA-BQ019 90NB0W01-M009B0,296900,12
HP,черный,HP Victus 16-e0043ur 4A746EA,439990,15
Lenovo,серый,Lenovo V15-IIL 82C500NRRU,299989,
Acer,черный,Acer Predator Helios PH317-56 NH.QGFER.003,1519990,
Apple,черный,Apple MacBook Air 13 Z1610005J,1480000,
Dream,черный,Dream Machines RG3070-15KZ25,949990,
